name,price,happyHour,rating,numRatings,categories,lat,long,checkins,url,fs_url
Blue Room Lounge,$$,False,,,Bar,40.7702617606,-74.0581164712,287,,https://foursquare.com/v/blue-room-lounge/4d69b01db6f46dcb796226b2
Redd's Restaurant,$$,False,7.33,189,American Restaurant,40.81749624,-74.0658553735,2292,http://www.reddsrestaurant.com,https://foursquare.com/v/redds-restaurant/4bab7b51f964a520c5ac3ae3
Brother Jimmy's BBQ,$$,False,8.84,981,BBQ Joint,40.7841329847,-73.9776224098,12014,http://www.facebook.com/brotherjimmysbbq,https://foursquare.com/v/brother-jimmys-bbq/49f15227f964a520a5691fe3
Dive 75,$,True,9.15,805,Bar,40.7794718036,-73.9776970208,8164,http://www.divebarnyc.com,https://foursquare.com/v/dive-75/4133bf80f964a520b31a1fe3
Dakota Bar,$$$,True,8.04,167,Wine Bar,40.7773747884,-73.9787989641,2089,,https://foursquare.com/v/dakota-bar/4ec68ffb4690116a8afb13cf
Amsterdam Ale House,$$,True,8.89,961,Pub,40.781203,-73.979929,10868,http://www.amsterdamalehousenyc.com,https://foursquare.com/v/amsterdam-ale-house/49ef2aabf964a52083681fe3
George Keeley's,$$,True,9.06,854,Pub,40.785953,-73.976422,9693,,https://foursquare.com/v/george-keeleys/3fd66200f964a5200ce91ee3
Fred's Restaurant,$$,False,9.14,948,American Restaurant,40.7855722,-73.976527,9454,http://m.mainstreethub.com/fredsnyc,https://foursquare.com/v/freds-restaurant/44281118f964a520ba311fe3
Osteria Cotta,$$,False,9.24,748,Italian Restaurant,40.7855350094,-73.9728587264,5371,http://www.cottanyc.com,https://foursquare.com/osteriacotta
Jake's Dilemma,$$,True,8.5,1535,Dive Bar,40.7842862724,-73.9775592775,16743,http://jakesdilemmanyc.mobile.singleplatform.com/today.php,https://foursquare.com/v/jakes-dilemma/3fd66200f964a52042e81ee3
Prohibition,$$,True,8.91,672,Bar,40.7853244941,-73.9729333392,7442,http://prohibition.net,https://foursquare.com/v/prohibition/3fd66200f964a5203be81ee3
Brandy's Piano Bar,,False,8.66,364,Piano Bar,40.7769342529,-73.9536523819,4546,,https://foursquare.com/v/brandys-piano-bar/3fd66200f964a520ddea1ee3
Heidelberg Restaurant,$$$,False,8.85,622,German Restaurant,40.7775644901,-73.9519545207,4386,,https://foursquare.com/v/heidelberg-restaurant/439e1fd8f964a520092c1fe3
Molly Pitcher's Ale House,$$,True,7.75,416,Bar,40.7771594935,-73.9523678054,5258,http://mollypitchersnyc.com,https://foursquare.com/v/molly-pitchers-ale-house-new-york-ny/45fe3c08f964a52083441fe3
City Swiggers,,False,8.84,441,Food & Drink Shop,40.7771454895,-73.9507448673,2976,http://www.cityswiggers.com,https://foursquare.com/v/city-swiggers/4e95c2f5108168120ad2f07e
Drunken Munkey NYC,$$,False,7.54,96,Indian Restaurant,40.7811101134,-73.9476442337,382,http://drunkenmunkeynyc.com,https://foursquare.com/v/drunken-munkey-nyc/5272ca4511d22488f6895caf
The Auction House,$$,False,8.95,585,Bar,40.779611,-73.949873,4343,http://www.auctionhousenyc.com,https://foursquare.com/v/the-auction-house/3fd66200f964a520cee81ee3
The District,$$,True,8.81,395,Bar,40.7839658826,-73.9501865708,3332,http://www.thedistrictbarnyc.com,https://foursquare.com/v/the-district/50d28335e4b0c590548c5776
Rocky McBride's,$,True,8.48,123,Sports Bar,40.776174,-73.915098,2140,http://rockymcbrides-hub.com,https://foursquare.com/v/rocky-mcbrides/4f500d15e4b080724525f0f3
Crescent & Vine,$$,False,8.54,257,Wine Bar,40.7787041935,-73.9143476666,2205,,https://foursquare.com/v/crescent--vine/470b8bb9f964a520784b1fe3
No Partners,$$,False,7.74,47,Bar,40.7783641,-73.909139,626,,https://foursquare.com/v/no-partners-astoria-ny/4e2248e67d8b71715bb4bb20
Dish restaurant,,False,,,Bar,40.7783634165,-73.8469804871,41,,https://foursquare.com/v/dish-restaurant/50316268e4b0b49bb64a280a
Happy Hauman Hacienda!,,False,,,Home (private),40.7658690172,-74.0241367178,479,,https://foursquare.com/v/happy-hauman-hacienda/4fb81658e4b0c241c40e020d
Sinbad Cafe & Grill,$,False,5.88,45,Middle Eastern Restaurant,40.7977491961,-74.0655742773,406,,https://foursquare.com/v/sinbad-cafe--grill/4beb5917b3352d7f307156d2
Charlie's Corner,$$,True,7.04,49,Bar,40.7894651081,-74.0565097332,522,,https://foursquare.com/v/charlies-corner-secaucus-nj/4c2fefa9213c2d7fedd0315d
American Retro Bar & Grill,$,True,9.01,450,Bar,40.7662340174,-73.9942427228,5556,,https://foursquare.com/v/american-retro-bar--grill/4c7afff5278eb71348425e80
Pier I Cafe,$$,False,9.48,1140,American Restaurant,40.7798265111,-73.9888858795,10380,,https://foursquare.com/v/pier-i-cafe/4a35a6fef964a520459d1fe3
AG Kitchen,$$$,False,8.17,386,Cuban Restaurant,40.7778087226,-73.9785808717,3476,http://www.agkitchen.com,https://foursquare.com/agkitchen
The Empire Hotel,,False,8.94,1341,Hotel,40.7712793621,-73.9819335938,12577,http://www.empirehotelnyc.com,https://foursquare.com/theempirehotel
The Gin Mill,$,True,9.13,1650,Bar,40.784599125,-73.9773584016,18979,http://www.nycbestbar.com/ginmill/,https://foursquare.com/v/the-gin-mill/40fc6080f964a520250b1fe3
Roof Garden café,,False,8.78,186,Scenic Lookout,40.7786557506,-73.9645593048,2565,,https://foursquare.com/v/roof-garden-caf%C3%A9-new-york-ny/4fd24084e4b0753b254afa94
Bemelmans Bar,$$$$,False,9.19,723,Hotel Bar,40.7745806581,-73.963371184,3526,http://www.thecarlyle.com/dining/bemelmans_bar,https://foursquare.com/v/bemelmans-bar/3fd66200f964a520cdea1ee3
Vella,$$,False,7.31,98,Wine Bar,40.7720737709,-73.9559954883,799,http://vellanyc.com,https://foursquare.com/v/vella-new-york-ny/51ce3280498e3b445435e5d6
Hi-Life Restaurant & Lounge,$$,False,8.34,485,American Restaurant,40.7730018798,-73.955540657,5604,,https://foursquare.com/v/hilife-restaurant--lounge/3fd66200f964a52058e91ee3
Sojourn,$$,False,8.6,337,Tapas Restaurant,40.7735211789,-73.9555420317,3489,http://www.sojournrestaurant.com,https://foursquare.com/v/sojourn/4be1fe8b660ec9282567c83b
Johnny Foxes,$$,True,8.37,524,Bar,40.7743854496,-73.9542562754,6621,http://johnnyfoxesnyc.com,https://foursquare.com/v/johnny-foxes/49dce835f964a520bc5f1fe3
Dorrian's Red Hand,$,False,8.64,826,Burger Joint,40.7763330374,-73.9526867867,8459,http://www.dorrians-nyc.com,https://foursquare.com/v/dorrians-red-hand/3fd66200f964a5206fe81ee3
East End Bar & Grill,$$,True,8.59,681,Sports Bar,40.777423,-73.948947,7918,http://www.eastendbar.com,https://foursquare.com/v/east-end-bar--grill/4aaaf5cdf964a520475820e3
The Uptown Restaurant & Bar,$$,True,8.8,771,American Restaurant,40.780482,-73.952901,7995,http://www.uptownloungenyc.com,https://foursquare.com/v/the-uptown-restaurant--bar/40de0e00f964a52089011fe3
Infirmary,$$,True,8.16,134,Cocktail Bar,40.780140348,-73.9502554523,704,http://www.infirmarynyc.com,https://foursquare.com/v/infirmary/529969ff11d2974912c8aa89
Manny's On Second,$$,True,9.18,674,Sports Bar,40.7819085717,-73.9486826527,7801,http://www.mannysonsecond.com,https://foursquare.com/v/mannys-on-second/4ad0c792f964a520bed920e3
BARn,$,True,7.8,92,Bar,40.7695628938,-73.9278361201,1075,http://club21nyc.com,https://foursquare.com/v/barn/4aa2ea4af964a5209b4220e3
Mosaic,$$,True,9.09,466,Lounge,40.7746400584,-73.9184390008,4106,http://mosaicastoria.com,https://foursquare.com/mosaicastoria
The Burrow,,False,,,Home (private),40.7705929545,-73.9183463601,569,,https://foursquare.com/v/the-burrow/522bea5c11d2be371d72dd2b
Republic,$$$,True,7.14,7,Lounge,40.770282,-73.914701,62,,https://foursquare.com/v/republic/5359c469498ea7fca682b088
Central Lounge,$$,False,7.51,237,Sushi Restaurant,40.7759918046,-73.9024543762,3400,http://www.centrallounge.com,https://foursquare.com/v/central-lounge/41366280f964a520cd1a1fe3
Jet Rock Bar & Grill,$$,False,5.41,74,Bar,40.774984345,-73.8741517067,1040,http://www.anotgexperience.com,https://foursquare.com/v/jet-rock-bar--grill/4b155e59f964a520baab23e3
7th Gear,$$,False,5.52,44,Bar,40.78221722,-73.84606,462,,https://foursquare.com/v/7th-gear/4d3f94f746775481b04150f4
Level Royal,$$$,False,,,Nightclub,40.7814186153,-73.8410419712,20,,https://foursquare.com/v/level-royal/52c91abb498e029759200b51
The Stone Tavern,$$,True,7.49,85,Bar,40.7883075756,-73.8160657883,1954,,https://foursquare.com/v/the-stone-tavern/4c8982a7cb08ef3b685c2dc1
Pepsi,,False,,,Strip Club,40.7833941856,-73.8501047408,520,,https://foursquare.com/v/pepsi/4be8cb02d837c9b6f8d0a506
New Jersey Beer Company,$,True,7.32,77,Brewery,40.7834725905,-74.0358101435,655,,https://foursquare.com/v/new-jersey-beer-company-north-bergen-nj/4c1bf6e4b9f876b082257b46
Trolley Car,$$,False,7.27,72,Bar,40.7384202634,-74.046590715,1021,,https://foursquare.com/v/trolley-car/4effcedb30f89923324d9050
Pourhouse 17,$,True,6.98,140,Bar,40.797249,-74.1267,1420,http://facebook.com/pourhouse17,https://foursquare.com/pourhouse17
37 Jump Street,$,True,,,Beer Garden,40.7942792311,-74.1222955857,67,,https://foursquare.com/v/37-jump-street/52a3c022498e085700c9d7af
Urban Plum,$$,False,7.1,58,American Restaurant,40.7864455208,-74.0444966125,496,http://www.theurbanplum.com,https://foursquare.com/urbanplum
Oasis Bar & Grill,$$,False,5.85,44,Italian Restaurant,40.7929782291,-74.0627632926,561,,https://foursquare.com/v/oasis-bar--grill/4d002365202e224b38f6b12a
DC's Tavern,$,True,7.31,143,Dive Bar,40.747297,-74.035955,1572,,https://foursquare.com/v/dcs-tavern-hoboken-nj/45c1e0c6f964a52030421fe3
Oneils Pub,$$,False,6.66,113,Bar,40.7822284246,-74.1381634712,1340,,https://foursquare.com/v/oneils-pub/4b77a1a0f964a520cea42ee3
Whiskey Cafe,$$,True,8.02,213,Bar,40.8061807345,-74.1040977614,2331,http://whiskeycafe.com,https://foursquare.com/whiskeycafenj
Tiki Lounge,,False,,,Lounge,40.7973640173,-74.0534580617,539,,https://foursquare.com/v/tiki-lounge/50426097e4b0b5223e156e6b
Farside,$$,True,7.9,306,Bar,40.7431624019,-74.0289995368,4053,,https://foursquare.com/v/farside-hoboken-nj/49e8d1a7f964a52097651fe3
Atlas Social Club,$$,True,8.27,285,Gay Bar,40.7639716204,-73.9885726949,2320,,https://foursquare.com/v/atlas-social-club/5231165511d2052fadd8f407
Lincoln Park Grill,$$,True,8.89,915,Sports Bar,40.7674265034,-73.9860073539,10858,http://lpgnyc.com,https://foursquare.com/v/lincoln-park-grill/4a417310f964a52052a51fe3
Kashkaval Cheese Market,$$,False,9.4,1073,Wine Bar,40.7668266094,-73.9862465858,7202,http://www.kashkaval.com,https://foursquare.com/v/kashkaval-cheese-market/49e6ab3cf964a52064641fe3
Bar Nine,$$,True,8.38,535,Dive Bar,40.7656852262,-73.9873962005,7906,http://www.bar9ny.com,https://foursquare.com/bar9ny
Blue Ribbon Sushi Bar & Grill,$$$,False,9.08,813,Sushi Restaurant,40.7676529121,-73.982925456,7421,http://www.facebook.com/thompsonhotels,https://foursquare.com/v/blue-ribbon-sushi-bar--grill/4a20a2e9f964a520af7c1fe3
Stone Rose Lounge,$$$,False,9.0,792,Lounge,40.7682426814,-73.9819096241,11145,http://www.stoneroselounge.com,https://foursquare.com/v/stone-rose-lounge-new-york-ny/41521200f964a520101d1fe3
JW Marriott Essex House New York,,False,8.47,842,Hotel,40.766241554,-73.9786291122,11381,http://www.marriott.com/hotels/travel/nycex-jw-marriott-essex-house-new-york/,https://foursquare.com/v/jw-marriott-essex-house-new-york/4b18552ef964a52009d123e3
P.J. Clarke's,$$$,False,8.81,1372,Burger Joint,40.7719618745,-73.9826202393,15953,,https://foursquare.com/v/pj-clarkes/4ab2a782f964a520c86b20e3
Boat Basin Café,$$,True,9.11,2340,Beer Garden,40.785675637,-73.9845085144,22175,http://www.boatbasincafe.com,https://foursquare.com/v/boat-basin-caf%C3%A9/40ede000f964a5203c0a1fe3
Iggy's,$$,True,7.45,332,Karaoke Bar,40.7712010858,-73.9562997054,4308,http://newyorkiggys.com,https://foursquare.com/iggys_nyc
MXco,$$,False,8.12,506,Mexican Restaurant,40.772512,-73.95556658,5858,http://www.mxconyc.com,https://foursquare.com/v/mxco/4b43d070f964a520caea25e3
Rathbone's,$$,True,8.9,727,Pub,40.7793201378,-73.9506859609,8099,http://www.rathbonesnyc.com,https://foursquare.com/v/rathbones/3fd66200f964a520dbe81ee3
Mad River Bar & Grille,$$,True,8.71,738,Pub,40.7761672,-73.9561516,8714,,https://foursquare.com/v/mad-river-bar--grille/3fd66200f964a52073e81ee3
Third Avenue Ale House,$$,True,9.09,446,Bar,40.7826374053,-73.9509916306,3971,,https://foursquare.com/v/third-avenue-ale-house/50a2825883026af7a30e4b5f
Astoria Brewhouse,$$,True,8.68,562,Bar,40.7673219131,-73.9212484473,5463,http://astoriabrewhouse.com,https://foursquare.com/v/astoria-brewhouse/4b527fdcf964a520028027e3
Ditmars Station Pub & Restaurant,$$,True,8.02,333,Sports Bar,40.7749025865,-73.9121372982,3888,http://www.ditmarsstation.com,https://foursquare.com/v/ditmars-station-pub--restaurant/4ca7d69644a8224b71931140
Astoria Tavern,$$,True,7.11,78,Pub,40.7731697299,-73.9115631724,791,,https://foursquare.com/v/astoria-tavern/51f2b19f498e19dae32cad77
Bowery Bay,$$,True,7.75,27,Bar,40.7805394213,-73.9167302433,177,http://bowerybaybar.com,https://foursquare.com/v/bowery-bay/533b5c3a498ee6c813ececf5
New York LaGuardia Airport Marriott - Hotel Bar,$$$,False,5.24,106,Hotel Bar,40.7708655239,-73.8652888268,2057,,https://foursquare.com/v/new-york-laguardia-airport-marriott--hotel-bar/4f519e76e4b0061513b78d77
Empire Bar,$$,False,5.93,39,American Restaurant,40.7692058074,-73.8670920027,470,,https://foursquare.com/v/empire-bar/4c6d6878f338236a3280071b
Parkside Pub,$$,False,7.27,36,Bar,40.776932,-73.8176697493,446,,https://foursquare.com/v/parkside-pub/4b933a6df964a5203c3c34e3
California Red,$$,False,7.75,27,Karaoke Bar,40.7611234292,-73.8311459623,363,,https://foursquare.com/v/california-red/4cf9d87ed8468cfa2f0eea6b
360 Lounge,$$$,True,,,Lounge,40.76064316,-73.8333285257,558,,https://foursquare.com/v/360-lounge/4ce8e440d99f721e346cb373
Tonic Bar @ Spa Castle,$$,False,,,Brewery,40.787606,-73.83682,141,,https://foursquare.com/v/tonic-bar--spa-castle/4d35c4b82c76a143bf2392c7
Copper Mine Pub,$,False,8.63,240,Bar,40.7915150049,-74.1312246627,3031,http://copperminepub.com,https://foursquare.com/v/copper-mine-pub/4a91dee5f964a520301c20e3
McMahon's Brownstone Ale House,$,True,7.83,103,Bar,40.750294,-74.030907,1027,http://www.mcmahonsbrownstonebar.com,https://foursquare.com/v/mcmahons-brownstone-ale-house/44f98658f964a52063381fe3
Tilted Kilt,$$,True,7.73,366,Pub,40.7482346836,-74.0387649645,3863,http://www.tiltedkilt.com,https://foursquare.com/v/tilted-kilt/4e9b52c4f5b9d59004e66ae9
Cypress Point,,False,,,Residential Building (Apartment / Condo),40.7537916548,-74.0315008163,820,,https://foursquare.com/v/cypress-point/4eafed20f7900d57e4937944
Mamajuana Café,$$,False,6.51,64,Latin American Restaurant,40.7817229333,-74.0473996635,620,http://www.mamajuana-cafe.com,https://foursquare.com/v/mamajuana-caf%C3%A9/50f889cde4b03f846325c00b
Plank Road Inn,$$,True,8.56,159,Bar,40.799021,-74.058392,4957,http://plankroadinn.com,https://foursquare.com/v/plank-road-inn/4bd26c4a9854d13a4ccffb4d
Ink48 Hotel,,False,9.24,1052,Hotel,40.7645044277,-73.9958094115,10641,http://www.ink48.com,https://foursquare.com/v/ink48-hotel/4a9f2ec3f964a520d73c20e3
Stage 48,$$,True,8.08,429,Nightclub,40.7647521799,-73.9957233301,4995,https://stage48.com,https://foursquare.com/v/stage-48/50bacc5ae4b054161cb7f1f0
Brickyard Gastropub,$$,True,9.03,848,Bar,40.7649185091,-73.9877864531,9857,http://www.brickyardnyc.com,https://foursquare.com/v/brickyard-gastropub/4ba29cfdf964a520490938e3
Jasper's Taphouse & Kitchen,$$,True,8.66,84,Bar,40.7641772768,-73.9886128677,627,http://www.jasperstaphouse.com,https://foursquare.com/v/jaspers-taphouse--kitchen/531b8bb8498efc58d3204a87
Mother Burger,$$,False,8.72,1238,Burger Joint,40.7624048724,-73.987654456,12728,http://www.motherburger.com,https://foursquare.com/v/mother-burger/4a3304bcf964a520f29a1fe3
Alfie's Bar & Kitchen,$$,True,9.18,613,Bar,40.7653256112,-73.9875339368,6167,,https://foursquare.com/v/alfies-bar--kitchen/503920e5e4b0fba092d5e890
54 Below,$$,False,9.19,517,Performing Arts Venue,40.764802562,-73.9837691089,4078,http://www.54below.com,https://foursquare.com/54below
Hudson Common @ the Hudson,$$$,False,9.1,450,American Restaurant,40.7683704808,-73.9849162102,4129,,https://foursquare.com/v/hudson-common--the-hudson/5112c54216489f91a8225bca
The House of Brews,$$,True,9.08,960,Beer Garden,40.7631853785,-73.9860819616,12078,https://www.facebook.com/BrewsNYC,https://foursquare.com/houseofbrewsnyc
Iguana NYC,$$$,False,8.12,508,Mexican Restaurant,40.7641613154,-73.9833068848,6722,http://www.iguananyc.com,https://foursquare.com/iguananewyork
The Roof,$$$,True,7.8,83,Cocktail Bar,40.7645161852,-73.9784373897,386,http://theroofny.com,https://foursquare.com/v/the-roof/5314de2f498e8cb0eb67f5cd
Kingside,$$$,False,8.59,233,Cocktail Bar,40.7647473821,-73.978362779,1314,http://www.kingside-restaurant.com,https://foursquare.com/v/kingside/52375a0711d2eedd30ff6a8e
The Empire Hotel Rooftop,$$$,True,9.22,2160,Lounge,40.7714337405,-73.9824700356,21709,http://www.chinagrillmgt.com/restaurants-and-bars/empire-hotel-rooftop,https://foursquare.com/empirerooftop
Pazza Notte,$$$,False,8.75,656,Italian Restaurant,40.7633418854,-73.9779380714,7386,http://www.pazzanotte.com,https://foursquare.com/v/pazza-notte/429cfa80f964a520ad241fe3
Subway Inn,$,False,8.87,521,Dive Bar,40.7628123758,-73.9675194025,6937,,https://foursquare.com/v/subway-inn/3fd66200f964a52011e81ee3
Pig 'n' Whistle,$,True,8.45,480,Bar,40.7593301993,-73.9681924981,7795,http://www.pignwhistle.com,https://foursquare.com/v/pig-n-whistle/41536380f964a520151d1fe3
O'Flanagan's,$$,False,8.36,455,Pub,40.7638136947,-73.9590089389,5623,,https://foursquare.com/v/oflanagans/3fd66200f964a52010eb1ee3
Session 73,$$,True,7.28,445,Bar,40.768369,-73.955709,5974,http://www.session73.com,https://foursquare.com/v/session-73/3fd66200f964a5206ae51ee3
The Dreadfort,,False,,,Home (private),40.7657395026,-73.9536162641,2564,,https://foursquare.com/v/the-dreadfort/4b57fce9f964a520f94728e3
Doc Watson's,$$,True,8.17,580,Pub,40.772271,-73.955686,7222,http://docwatsons.com/docs/,https://foursquare.com/v/doc-watsons/3fd66200f964a520dfe71ee3
The Gilroy,$$$,False,8.34,145,Cocktail Bar,40.7746354317,-73.9539922351,422,http://www.thegilroynyc.com,https://foursquare.com/v/the-gilroy/5306bc0711d213646501260d
Jbird Cocktails,$$$,True,9.11,786,Cocktail Bar,40.7700403753,-73.9551459737,4632,http://jbirdny.com,https://foursquare.com/v/jbird-cocktails/4efcafc202d5a2b50f134294
Brother Jimmy's BBQ,$$,False,9.14,1849,BBQ Joint,40.772301,-73.955844,16481,http://www.facebook.com/brotherjimmysbbq,https://foursquare.com/v/brother-jimmys-bbq/3fd66200f964a520d7e81ee3
MexiBBQ,$$,False,8.07,163,Mexican Restaurant,40.7772233831,-73.9523046647,1265,http://www.mexibbq.com,https://foursquare.com/v/mexibbq/524b7bb811d27e01bf64f329
DTUT,$,True,9.32,548,Coffee Shop,40.7808014012,-73.9493393898,2661,https://m.facebook.com/pages/DTUT/611538915526498?_rdr,https://foursquare.com/v/dtut/51ae935b7dd2de27a217609e
Crescent Lounge,$,True,8.25,175,Lounge,40.76323248,-73.92871228,2312,,https://foursquare.com/v/crescent-lounge/4373df00f964a520202a1fe3
ICON,$$,True,6.99,57,Gay Bar,40.7615121672,-73.9235472679,403,http://iconastoria.com,https://foursquare.com/v/icon/52aa0e6011d2a5eaa62e0cc9
Vesta Trattoria & Wine Bar,$$,False,9.39,622,Italian Restaurant,40.769771,-73.927716,4969,http://www.vestavino.com,https://foursquare.com/v/vesta-trattoria--wine-bar/49c68eaaf964a5205c571fe3
Don Coquí Astoria,$$$$,True,8.45,470,Latin American Restaurant,40.7679837393,-73.9205136005,4638,http://www.doncoqui.com,https://foursquare.com/doncoquiastoria
Bourbon and Vine,$$,False,7.28,90,Gastropub,40.7649576644,-73.917131424,681,,https://foursquare.com/v/bourbon-and-vine/522e6d39bce649f91571ea2c
Fayrooz Cafe Hookah Bar & Lounge,$$,True,6.52,97,Hookah Bar,40.7653172372,-73.9140978456,1005,http://www.fayroozcafe.com,https://foursquare.com/v/fayrooz-cafe-hookah-bar-lounge-astoria-ny/4bea291cb3352d7f8ff254d2
Midnight Lounge,$,False,7.53,37,Hookah Bar,40.766875,-73.912206,296,,https://foursquare.com/v/midnight-lounge/52883f27498e9c67784999c3
The Sandwich Bar,$$,False,8.7,144,Sandwich Place,40.7753743311,-73.9094495773,958,https://www.facebook.com/thesandwichbarny,https://foursquare.com/v/the-sandwich-bar/51a017705019f698fcc04dd3
"NYSB - B Terminal, LGA",$,False,6.77,24,Sports Bar,40.7748170712,-73.8710485949,476,,https://foursquare.com/v/nysb--b-terminal-lga/4e99f7bf7ee539c856ffc4ca
Nag's Head,$$,True,7.87,189,Bar,40.738275,-74.035961,2039,http://nagsheadhoboken.com,https://foursquare.com/v/nags-head/4ab66881f964a520f27620e3
The House of Jello,$$$,True,,,Lounge,40.743270874,-74.0477981567,108,,https://foursquare.com/v/the-house-of-jello/52d5e0b611d2e9311f757fa1
Lorenzo's Restaurant & Bar,$$,False,5.89,61,Italian Restaurant,40.7668755506,-74.0686548392,816,http://www.lorenzosnj.com,https://foursquare.com/v/lorenzos-restaurant--bar/4b7c8186f964a52086972fe3
Molly McEvoys,$$,False,6.79,59,Bar,40.7908684671,-74.0586729484,1117,http://www.mollymcevoys.com,https://foursquare.com/v/molly-mcevoys/4f739bb9e4b07e6962945672
Lucky Strike New York,,False,9.01,1999,Bowling Alley,40.7618202496,-74.0009914444,16099,http://luckystrikeny.com,https://foursquare.com/v/lucky-strike-new-york/4a452bd2f964a520e6a71fe3
Pacha NYC,$$$,True,9.02,2833,Nightclub,40.7636249933,-73.9975762367,24061,http://pachanyc.com,https://foursquare.com/v/pacha-nyc/43920486f964a520662b1fe3
Hudson Terrace,$$$,False,8.93,1701,Nightclub,40.7640197738,-73.9975740282,19640,http://www.hudsonterracenyc.com,https://foursquare.com/hudsonterrace
Bar-tini Ultra Lounge,$$,True,8.75,1507,Gay Bar,40.761756401,-73.9939557821,16417,http://www.facebook.com/BartiniUltraLounge,https://foursquare.com/v/bartini-ultra-lounge/4abadd53f964a520338320e3
The Press Lounge,,False,8.94,1195,Roof Deck,40.764555348,-73.9958954929,9964,http://thepresslounge.com,https://foursquare.com/v/the-press-lounge/4bf9ae7d5ec320a1d3ad8ad3
44 & X Hell's Kitchen,$$$,False,9.05,1051,American Restaurant,40.7610807609,-73.9944435811,10038,http://44andx.com,https://foursquare.com/v/44--x-hells-kitchen/4665447af964a5207f471fe3
Hardware Bar,$,True,9.07,696,Gay Bar,40.7631583925,-73.9929457474,6287,http://hardware-bar.com,https://foursquare.com/hardwarebarny
Lansdowne Road,$$,True,9.07,1308,Pub,40.760667018,-73.9949476719,15293,,https://foursquare.com/v/lansdowne-road/46ea2358f964a520cf4a1fe3
Room Service,$$,False,9.17,1655,Thai Restaurant,40.7618469696,-73.9901509077,15173,,https://foursquare.com/v/room-service/4a69ba4ef964a52000cc1fe3
Gyu-Kaku Japanese BBQ,$$,True,8.86,753,Japanese Restaurant,40.7588327295,-73.9900016954,6549,http://www.gyu-kaku.com,https://foursquare.com/v/gyukaku-japanese-bbq/4ef0d81fbe7ba3ed7c2296d2
Social,$$,True,8.46,742,Bar,40.7611939261,-73.9870059471,10711,http://www.socialbarnyc.com,https://foursquare.com/v/social/40c3b000f964a520e8001fe3
Posh Bar & Lounge,$$,True,8.73,1567,Gay Bar,40.7643075843,-73.9888215065,19976,http://poshbarnyc.com,https://foursquare.com/v/posh-bar--lounge/4276bf00f964a5208b211fe3
Blockheads Burritos,$$,False,8.69,1951,Burrito Place,40.7627158768,-73.9876366407,19826,,https://foursquare.com/v/blockheads-burritos/44d8c155f964a52079361fe3
Valhalla,$$,True,9.23,1405,Bar,40.7659641663,-73.9871379446,13711,http://valhallabarnyc.com,https://foursquare.com/v/valhalla/49c18298f964a520b0551fe3
Flaming Saddles Saloon,$$,True,8.75,1576,Gay Bar,40.7651626207,-73.9876314999,15755,http://flamingsaddles.com,https://foursquare.com/v/flaming-saddles-saloon/4e6dfab3b61cf2b03c254994
Sake Bar Hagi,$$$,False,9.45,1320,Japanese Restaurant,40.760315733,-73.9833444134,7329,http://sakebarhagi.com,https://foursquare.com/v/sake-bar-hagi/4a7f0d22f964a52094f21fe3
Johnny Utah's,$$,True,8.6,843,Bar,40.7595257346,-73.9785349574,13086,http://www.johnnyutahs.com,https://foursquare.com/v/johnny-utahs/46d07785f964a5204f4a1fe3
Industry Bar,$$,True,8.69,3022,Gay Bar,40.7642126285,-73.9870174251,29535,http://www.industry-bar.com,https://foursquare.com/v/industry-bar/4c9bb662e9a7ef3bd0ed2e16
Crowne Plaza Manhattan Times Square,,False,8.85,1843,Hotel,40.7605396241,-73.9846242364,17156,http://www.cpmanhattantimessquare.com,https://foursquare.com/v/crowne-plaza-manhattan-times-square/4ab79e30f964a520397a20e3
The Three Monkeys,$$,True,9.24,1349,Bar,40.7642370526,-73.9832698046,16024,http://www.thethreemonkeysbar.com,https://foursquare.com/v/the-three-monkeys/4c520b3b9426c92881c4bf74
McGee's Pub,$$,True,9.09,1335,Pub,40.7650064201,-73.9831352234,15031,http://mcgeespub.com,https://foursquare.com/v/mcgees-pub/3fd66200f964a52092e71ee3
Landmarc,$$$,False,9.41,1865,American Restaurant,40.7685155476,-73.9819497983,18093,http://landmarc-restaurant.com,https://foursquare.com/v/landmarc/49ce7e48f964a5204a5a1fe3
Hudson Hotel,,False,9.1,3127,Hotel,40.7679838849,-73.9851694499,29942,http://backofhouse.morganshotelgroup.com,https://foursquare.com/v/hudson-hotel/3fd66200f964a520bee71ee3
Whiskey Trader,$$,False,8.53,559,Bar,40.7629357009,-73.9778060676,8351,http://whiskeytradernyc.com,https://foursquare.com/whiskeytraderny
Má Pêche,$$$,False,9.42,1575,Vietnamese Restaurant,40.7627981021,-73.9756939932,10848,,https://foursquare.com/v/m%C3%A1-p%C3%AAche/4afc22c8f964a5200a2022e3
Session House Bar & Kitchen,$$,True,8.84,411,Bar,40.757078,-73.9671573,6018,http://sessionhousenyc.com,https://foursquare.com/v/session-house-bar--kitchen/4dd20d20e4cd7f7178c0d34d
Brinkley's Station,$$,False,8.42,496,New American Restaurant,40.7625704811,-73.9673946937,4115,http://www.brinkleysstation.com,https://foursquare.com/v/brinkleys-station/505000f7e4b06999c69f96ec
Lips,$$,False,8.83,240,Other Nightlife,40.7592259,-73.967158,4546,http://lipsnyc.com,https://foursquare.com/v/lips/4c056685d3842d7fea21be41
